Conversation_ID,Domain,Turn,Speaker,Sentence,Sentiment,Intent,Rule_Category,Specific_Rule,Violation,Risk_Level
C497,Banking,1,Agent,I want to explain that Unauthorized sharing of financial data.,Serious,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C497,Banking,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C498,Banking,1,Agent,I need to inform you that Explaining loan terms clearly.,Helpful,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C498,Banking,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C499,Banking,1,Agent,Our records indicate that Providing privacy notice.,Threatening,Statement,Bank Compliance,Providing privacy notice,No,Low
C499,Banking,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C500,Banking,1,Agent,Our records indicate that Misleading interest rate disclosure.,Threatening,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C500,Banking,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C501,Banking,1,Agent,I want to explain that Misleading interest rate disclosure.,Threatening,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C501,Banking,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C502,Banking,1,Agent,"For your information, Misleading interest rate disclosure.",Helpful,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C502,Banking,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C503,Banking,1,Agent,Our records indicate that Explaining loan terms clearly.,Serious,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C503,Banking,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C504,Banking,1,Agent,Our records indicate that Providing privacy notice.,Serious,Statement,Bank Compliance,Providing privacy notice,No,Low
C504,Banking,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C505,Banking,1,Agent,I want to explain that Explaining loan terms clearly.,Helpful,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C505,Banking,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C506,Banking,1,Agent,Please note that Providing privacy notice.,Serious,Statement,Bank Compliance,Providing privacy notice,No,Low
C506,Banking,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C507,Banking,1,Agent,I want to explain that Unauthorized sharing of financial data.,Serious,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C507,Banking,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C508,Banking,1,Agent,Our records indicate that Providing privacy notice.,Serious,Statement,Bank Compliance,Providing privacy notice,No,Low
C508,Banking,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C509,Banking,1,Agent,I need to inform you that Explaining loan terms clearly.,Neutral,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C509,Banking,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C510,Banking,1,Agent,I want to explain that Explaining loan terms clearly.,Neutral,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C510,Banking,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C511,Banking,1,Agent,I want to explain that Misleading interest rate disclosure.,Helpful,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C511,Banking,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C512,Banking,1,Agent,I want to explain that Providing privacy notice.,Neutral,Statement,Bank Compliance,Providing privacy notice,No,Low
C512,Banking,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C513,Banking,1,Agent,I need to inform you that Explaining loan terms clearly.,Helpful,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C513,Banking,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C514,Banking,1,Agent,I want to explain that Explaining loan terms clearly.,Serious,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C514,Banking,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C515,Banking,1,Agent,I want to explain that Providing privacy notice.,Neutral,Statement,Bank Compliance,Providing privacy notice,No,Low
C515,Banking,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C516,Banking,1,Agent,I want to explain that Providing privacy notice.,Neutral,Statement,Bank Compliance,Providing privacy notice,No,Low
C516,Banking,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C517,Banking,1,Agent,I want to explain that Unauthorized sharing of financial data.,Threatening,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C517,Banking,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C518,Banking,1,Agent,Our records indicate that Unauthorized sharing of financial data.,Serious,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C518,Banking,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C519,Banking,1,Agent,I want to explain that Misleading interest rate disclosure.,Serious,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C519,Banking,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C520,Banking,1,Agent,I want to explain that Providing privacy notice.,Neutral,Statement,Bank Compliance,Providing privacy notice,No,Low
C520,Banking,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C521,Banking,1,Agent,Please note that Providing privacy notice.,Threatening,Statement,Bank Compliance,Providing privacy notice,No,Low
C521,Banking,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C522,Banking,1,Agent,I want to explain that Unauthorized sharing of financial data.,Serious,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C522,Banking,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C523,Banking,1,Agent,I want to explain that Providing privacy notice.,Helpful,Statement,Bank Compliance,Providing privacy notice,No,Low
C523,Banking,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C524,Banking,1,Agent,I need to inform you that Explaining loan terms clearly.,Neutral,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C524,Banking,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C525,Banking,1,Agent,I want to explain that Misleading interest rate disclosure.,Helpful,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C525,Banking,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C526,Banking,1,Agent,I want to explain that Explaining loan terms clearly.,Threatening,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C526,Banking,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C527,Banking,1,Agent,Our records indicate that Unauthorized sharing of financial data.,Threatening,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C527,Banking,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C528,Banking,1,Agent,Our records indicate that Misleading interest rate disclosure.,Neutral,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C528,Banking,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C529,Banking,1,Agent,I want to explain that Providing privacy notice.,Threatening,Statement,Bank Compliance,Providing privacy notice,No,Low
C529,Banking,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C530,Banking,1,Agent,"For your information, Misleading interest rate disclosure.",Neutral,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C530,Banking,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C531,Banking,1,Agent,"For your information, Providing privacy notice.",Serious,Statement,Bank Compliance,Providing privacy notice,No,Low
C531,Banking,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C532,Banking,1,Agent,Our records indicate that Unauthorized sharing of financial data.,Helpful,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C532,Banking,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C533,Banking,1,Agent,"For your information, Misleading interest rate disclosure.",Helpful,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C533,Banking,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C534,Banking,1,Agent,I want to explain that Unauthorized sharing of financial data.,Helpful,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C534,Banking,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C535,Banking,1,Agent,I want to explain that Providing privacy notice.,Serious,Statement,Bank Compliance,Providing privacy notice,No,Low
C535,Banking,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C536,Banking,1,Agent,I want to explain that Unauthorized sharing of financial data.,Threatening,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C536,Banking,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C537,Banking,1,Agent,Please note that Unauthorized sharing of financial data.,Serious,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C537,Banking,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C538,Banking,1,Agent,Our records indicate that Explaining loan terms clearly.,Neutral,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C538,Banking,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C539,Banking,1,Agent,I want to explain that Unauthorized sharing of financial data.,Helpful,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C539,Banking,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C540,Banking,1,Agent,"For your information, Misleading interest rate disclosure.",Serious,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C540,Banking,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C541,Banking,1,Agent,I want to explain that Unauthorized sharing of financial data.,Helpful,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C541,Banking,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C542,Banking,1,Agent,I need to inform you that Unauthorized sharing of financial data.,Helpful,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C542,Banking,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C543,Banking,1,Agent,"For your information, Providing privacy notice.",Neutral,Statement,Bank Compliance,Providing privacy notice,No,Low
C543,Banking,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C544,Banking,1,Agent,Our records indicate that Providing privacy notice.,Neutral,Statement,Bank Compliance,Providing privacy notice,No,Low
C544,Banking,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C545,Banking,1,Agent,Please note that Unauthorized sharing of financial data.,Serious,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C545,Banking,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C546,Banking,1,Agent,Our records indicate that Unauthorized sharing of financial data.,Neutral,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C546,Banking,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C547,Banking,1,Agent,I need to inform you that Unauthorized sharing of financial data.,Serious,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C547,Banking,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C548,Banking,1,Agent,I want to explain that Providing privacy notice.,Serious,Statement,Bank Compliance,Providing privacy notice,No,Low
C548,Banking,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C549,Banking,1,Agent,"For your information, Providing privacy notice.",Threatening,Statement,Bank Compliance,Providing privacy notice,No,Low
C549,Banking,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C550,Banking,1,Agent,I need to inform you that Providing privacy notice.,Neutral,Statement,Bank Compliance,Providing privacy notice,No,Low
C550,Banking,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C551,Banking,1,Agent,Please note that Providing privacy notice.,Neutral,Statement,Bank Compliance,Providing privacy notice,No,Low
C551,Banking,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C552,Banking,1,Agent,Our records indicate that Unauthorized sharing of financial data.,Threatening,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C552,Banking,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C553,Banking,1,Agent,I want to explain that Unauthorized sharing of financial data.,Serious,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C553,Banking,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C554,Banking,1,Agent,"For your information, Explaining loan terms clearly.",Serious,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C554,Banking,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C555,Banking,1,Agent,Please note that Misleading interest rate disclosure.,Serious,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C555,Banking,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C556,Banking,1,Agent,I need to inform you that Unauthorized sharing of financial data.,Neutral,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C556,Banking,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C557,Banking,1,Agent,I want to explain that Explaining loan terms clearly.,Helpful,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C557,Banking,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C558,Banking,1,Agent,Please note that Unauthorized sharing of financial data.,Threatening,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C558,Banking,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C559,Banking,1,Agent,I need to inform you that Providing privacy notice.,Threatening,Statement,Bank Compliance,Providing privacy notice,No,Low
C559,Banking,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C560,Banking,1,Agent,I need to inform you that Explaining loan terms clearly.,Neutral,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C560,Banking,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C561,Banking,1,Agent,Please note that Explaining loan terms clearly.,Neutral,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C561,Banking,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C562,Banking,1,Agent,Our records indicate that Explaining loan terms clearly.,Serious,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C562,Banking,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C563,Banking,1,Agent,I want to explain that Unauthorized sharing of financial data.,Helpful,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C563,Banking,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C564,Banking,1,Agent,I need to inform you that Unauthorized sharing of financial data.,Neutral,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C564,Banking,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C565,Banking,1,Agent,Please note that Misleading interest rate disclosure.,Serious,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C565,Banking,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C566,Banking,1,Agent,"For your information, Explaining loan terms clearly.",Serious,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C566,Banking,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C567,Banking,1,Agent,I need to inform you that Providing privacy notice.,Neutral,Statement,Bank Compliance,Providing privacy notice,No,Low
C567,Banking,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C568,Banking,1,Agent,I need to inform you that Misleading interest rate disclosure.,Serious,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C568,Banking,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C569,Banking,1,Agent,Our records indicate that Misleading interest rate disclosure.,Threatening,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C569,Banking,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C570,Banking,1,Agent,"For your information, Explaining loan terms clearly.",Threatening,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C570,Banking,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C571,Banking,1,Agent,Our records indicate that Misleading interest rate disclosure.,Helpful,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C571,Banking,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C572,Banking,1,Agent,Please note that Providing privacy notice.,Serious,Statement,Bank Compliance,Providing privacy notice,No,Low
C572,Banking,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C573,Banking,1,Agent,I want to explain that Misleading interest rate disclosure.,Serious,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C573,Banking,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C574,Banking,1,Agent,I want to explain that Explaining loan terms clearly.,Neutral,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C574,Banking,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C575,Banking,1,Agent,"For your information, Misleading interest rate disclosure.",Helpful,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C575,Banking,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C576,Banking,1,Agent,"For your information, Misleading interest rate disclosure.",Helpful,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C576,Banking,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C577,Banking,1,Agent,Please note that Unauthorized sharing of financial data.,Threatening,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C577,Banking,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C578,Banking,1,Agent,"For your information, Explaining loan terms clearly.",Serious,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C578,Banking,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C579,Banking,1,Agent,"For your information, Explaining loan terms clearly.",Helpful,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C579,Banking,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C580,Banking,1,Agent,I want to explain that Misleading interest rate disclosure.,Helpful,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C580,Banking,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C581,Banking,1,Agent,"For your information, Explaining loan terms clearly.",Serious,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C581,Banking,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C582,Banking,1,Agent,Please note that Misleading interest rate disclosure.,Helpful,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C582,Banking,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C583,Banking,1,Agent,Please note that Providing privacy notice.,Neutral,Statement,Bank Compliance,Providing privacy notice,No,Low
C583,Banking,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C584,Banking,1,Agent,Please note that Unauthorized sharing of financial data.,Neutral,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C584,Banking,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C585,Banking,1,Agent,Our records indicate that Unauthorized sharing of financial data.,Neutral,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C585,Banking,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C586,Banking,1,Agent,I need to inform you that Misleading interest rate disclosure.,Serious,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C586,Banking,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C587,Banking,1,Agent,Please note that Unauthorized sharing of financial data.,Threatening,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C587,Banking,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C588,Banking,1,Agent,"For your information, Providing privacy notice.",Threatening,Statement,Bank Compliance,Providing privacy notice,No,Low
C588,Banking,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C589,Banking,1,Agent,"For your information, Misleading interest rate disclosure.",Helpful,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C589,Banking,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C590,Banking,1,Agent,I want to explain that Misleading interest rate disclosure.,Helpful,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C590,Banking,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C591,Banking,1,Agent,Please note that Providing privacy notice.,Serious,Statement,Bank Compliance,Providing privacy notice,No,Low
C591,Banking,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C592,Banking,1,Agent,I want to explain that Explaining loan terms clearly.,Threatening,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C592,Banking,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C593,Banking,1,Agent,I need to inform you that Explaining loan terms clearly.,Neutral,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C593,Banking,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C594,Banking,1,Agent,I need to inform you that Providing privacy notice.,Helpful,Statement,Bank Compliance,Providing privacy notice,No,Low
C594,Banking,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C595,Banking,1,Agent,Our records indicate that Providing privacy notice.,Serious,Statement,Bank Compliance,Providing privacy notice,No,Low
C595,Banking,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C596,Banking,1,Agent,Our records indicate that Misleading interest rate disclosure.,Threatening,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C596,Banking,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C597,Banking,1,Agent,I want to explain that Explaining loan terms clearly.,Neutral,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C597,Banking,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C598,Banking,1,Agent,I want to explain that Explaining loan terms clearly.,Threatening,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C598,Banking,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C599,Banking,1,Agent,Please note that Unauthorized sharing of financial data.,Neutral,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C599,Banking,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C600,Banking,1,Agent,I need to inform you that Misleading interest rate disclosure.,Serious,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C600,Banking,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C601,AML_KYC,1,Agent,Our records indicate that Reporting suspicious transaction.,Neutral,Statement,AML,Reporting suspicious transaction,No,Low
C601,AML_KYC,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C602,AML_KYC,1,Agent,I want to explain that Verifying identity before opening account.,Threatening,Statement,KYC,Verifying identity before opening account,No,Low
C602,AML_KYC,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C603,AML_KYC,1,Agent,Please note that Approving account without identity verification.,Helpful,Statement,KYC,Approving account without identity verification,Yes,High
C603,AML_KYC,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C604,AML_KYC,1,Agent,Please note that Advising structuring deposits to avoid reporting.,Neutral,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C604,AML_KYC,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C605,AML_KYC,1,Agent,Please note that Approving account without identity verification.,Serious,Statement,KYC,Approving account without identity verification,Yes,High
C605,AML_KYC,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C606,AML_KYC,1,Agent,I need to inform you that Reporting suspicious transaction.,Helpful,Statement,AML,Reporting suspicious transaction,No,Low
C606,AML_KYC,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C607,AML_KYC,1,Agent,"For your information, Verifying identity before opening account.",Threatening,Statement,KYC,Verifying identity before opening account,No,Low
C607,AML_KYC,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C608,AML_KYC,1,Agent,Our records indicate that Advising structuring deposits to avoid reporting.,Helpful,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C608,AML_KYC,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C609,AML_KYC,1,Agent,Our records indicate that Advising structuring deposits to avoid reporting.,Neutral,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C609,AML_KYC,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C610,AML_KYC,1,Agent,I need to inform you that Verifying identity before opening account.,Serious,Statement,KYC,Verifying identity before opening account,No,Low
C610,AML_KYC,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C611,AML_KYC,1,Agent,I need to inform you that Verifying identity before opening account.,Helpful,Statement,KYC,Verifying identity before opening account,No,Low
C611,AML_KYC,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C612,AML_KYC,1,Agent,Please note that Advising structuring deposits to avoid reporting.,Neutral,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C612,AML_KYC,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C613,AML_KYC,1,Agent,Our records indicate that Reporting suspicious transaction.,Serious,Statement,AML,Reporting suspicious transaction,No,Low
C613,AML_KYC,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C614,AML_KYC,1,Agent,I need to inform you that Approving account without identity verification.,Threatening,Statement,KYC,Approving account without identity verification,Yes,High
C614,AML_KYC,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C615,AML_KYC,1,Agent,Please note that Reporting suspicious transaction.,Helpful,Statement,AML,Reporting suspicious transaction,No,Low
C615,AML_KYC,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C616,AML_KYC,1,Agent,I need to inform you that Verifying identity before opening account.,Helpful,Statement,KYC,Verifying identity before opening account,No,Low
C616,AML_KYC,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C617,AML_KYC,1,Agent,"For your information, Reporting suspicious transaction.",Helpful,Statement,AML,Reporting suspicious transaction,No,Low
C617,AML_KYC,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C618,AML_KYC,1,Agent,I need to inform you that Verifying identity before opening account.,Helpful,Statement,KYC,Verifying identity before opening account,No,Low
C618,AML_KYC,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C619,AML_KYC,1,Agent,I need to inform you that Reporting suspicious transaction.,Threatening,Statement,AML,Reporting suspicious transaction,No,Low
C619,AML_KYC,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C620,AML_KYC,1,Agent,Our records indicate that Approving account without identity verification.,Serious,Statement,KYC,Approving account without identity verification,Yes,High
C620,AML_KYC,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C621,AML_KYC,1,Agent,I need to inform you that Approving account without identity verification.,Threatening,Statement,KYC,Approving account without identity verification,Yes,High
C621,AML_KYC,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C622,AML_KYC,1,Agent,I want to explain that Verifying identity before opening account.,Serious,Statement,KYC,Verifying identity before opening account,No,Low
C622,AML_KYC,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C623,AML_KYC,1,Agent,"For your information, Reporting suspicious transaction.",Neutral,Statement,AML,Reporting suspicious transaction,No,Low
C623,AML_KYC,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C624,AML_KYC,1,Agent,I need to inform you that Reporting suspicious transaction.,Serious,Statement,AML,Reporting suspicious transaction,No,Low
C624,AML_KYC,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C625,AML_KYC,1,Agent,I want to explain that Verifying identity before opening account.,Helpful,Statement,KYC,Verifying identity before opening account,No,Low
C625,AML_KYC,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C626,AML_KYC,1,Agent,"For your information, Verifying identity before opening account.",Helpful,Statement,KYC,Verifying identity before opening account,No,Low
C626,AML_KYC,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C627,AML_KYC,1,Agent,Please note that Approving account without identity verification.,Helpful,Statement,KYC,Approving account without identity verification,Yes,High
C627,AML_KYC,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
